Agent,Prior,Target,Score,SMILES,SMILES_state,Input_Scaffold,R-groups,Scaffold,QED,QED (raw),SAScore,SAScore (raw),MW_endpoint,MW_endpoint (raw),step
21.5792,35.1469,28.2688,0.5284644,CC(=O)NC(c1cc(CCO)ccc1Cc1ccc(Cl)o1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*Cc1ccc(Cl)o1|C(O)C*,O=c1oc2ccccc2cc1Cc1ccccc1Cc1ccco1,0.3526491,0.3526,0.4185086,3.3500,1.0000000,467.9050,77
12.3682,21.6622,48.1602,0.5818529,CC(=O)NC(c1cc(C(F)(F)F)ccc1Cn1ccnc1C)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*Cn1c(C)ncc1|FC(*)(F)F,O=c1oc2ccccc2cc1Cc1ccccc1Cn1ccnc1,0.4233549,0.4234,0.4653022,3.2923,1.0000000,471.4350,77
9.8195,23.4420,-23.4420,0.0000000,CC(=O)NC(c1cc(C)ccc1Cn1ccc(C)n1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*Cn1nc(C)cc1|*C,O=c1oc2ccccc2cc1Cc1ccccc1Cn1cccn1,0.4838722,0.4839,0.5674238,3.1675,1.0000000,417.4650,77
12.2686,30.6593,39.4580,0.5843107,CC(=O)NC(c1cc(N2CCCC2)ccc1Cn1cc(C)cn1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*Cn1ncc(C)c1|*N1CCCC1,O=c1oc2ccccc2cc1Cc1cc(N2CCCC2)ccc1Cn1cccn1,0.4132949,0.4133,0.4826935,3.2711,1.0000000,472.5450,77
10.8118,21.9605,53.3760,0.6278041,CC(=O)NC(c1cc(C2CCCN(C)C2)ccc1C)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*C|C1CCC(*)CN1C,O=c1oc2ccccc2cc1Cc1cccc(C2CCCNC2)c1,0.6268619,0.6269,0.3947303,3.3800,1.0000000,420.5090,77
14.6063,26.8829,44.2419,0.5927060,CC(=O)NC(c1cc(C2CCCC2)ccc1N1CCC(N(C)C)CC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*N1CCC(N(C)C)CC1|C1(*)CCCC1,O=c1oc2ccccc2cc1Cc1cc(C2CCCC2)ccc1N1CCCCC1,0.4650146,0.4650,0.4477664,3.3138,1.0000000,503.6430,77
15.9443,27.2723,28.0701,0.4611867,CC(=O)NC(c1cc(-c2nccs2)ccc1N1CCCC(C)C1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*N1CCCC(C)C1|n1ccsc1*,O=c1oc2ccccc2cc1Cc1cc(-c2nccs2)ccc1N1CCCCC1,0.3795591,0.3796,0.2584348,3.5705,1.0000000,489.5970,77
15.9324,25.5885,43.0899,0.5723195,CC(=O)NC(c1cc(CCn2cncn2)ccc1N1CCCC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*N1CCCC1|*CCn1ncnc1,O=c1oc2ccccc2cc1Cc1cc(CCn2cncn2)ccc1N1CCCC1,0.3964835,0.3965,0.4728141,3.2831,1.0000000,473.5330,77
15.2109,23.5788,37.9448,0.5126973,CC(=O)NC(c1cc(N2CCCC2CO)ccc1N1CCCC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*N1CCCC1|C(O)C1CCCN1*,O=c1oc2ccccc2cc1Cc1cc(N2CCCC2)ccc1N1CCCC1,0.4679648,0.4680,0.2879850,3.5252,1.0000000,477.5610,77
13.7976,25.6704,40.1279,0.5483193,CC(=O)NC(c1cc(-c2ncc(C)[nH]2)ccc1N1CCCCC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*N1CCCCC1|*c1[nH]c(C)cn1,O=c1oc2ccccc2cc1Cc1cc(-c2ncc[nH]2)ccc1N1CCCCC1,0.3710839,0.3711,0.4442512,3.3181,1.0000000,472.5450,77
9.4667,14.4238,-14.4238,0.0000000,CC(=O)NC(c1cc(N(C)C)ccc1N1CCCCC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*N1CCCCC1|CN(C)*,O=c1oc2ccccc2cc1Cc1ccccc1N1CCCCC1,0.5934669,0.5935,0.6089221,3.1154,1.0000000,435.5240,77
11.5767,21.4504,50.2331,0.5973626,CC(=O)NC(c1cc(-c2ccc(C)o2)ccc1N1CCN(C)CC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*N1CCN(C)CC1|*c1ccc(C)o1,O=c1oc2ccccc2cc1Cc1cc(-c2ccco2)ccc1N1CCNCC1,0.4099789,0.4100,0.5199391,3.2257,1.0000000,487.5560,77
13.8610,22.0095,-22.0095,0.0000000,CNc1ccc(-c2cnn(C)c2)cc1C(NC(C)=O)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*NC|c1c(*)cn(C)n1,O=c1oc2ccccc2cc1Cc1cccc(-c2cn[nH]c2)c1,0.4296814,0.4297,0.5240408,3.2207,1.0000000,418.4530,77
14.7086,32.4277,18.4168,0.4237039,CC(=O)NC(c1cc(C2CCNCC2)ccc1-c1nc(C)n[nH]1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*c1[nH]nc(C)n1|C1CC(*)CCN1,O=c1oc2ccccc2cc1Cc1cc(C2CCNCC2)ccc1-c1ncn[nH]1,0.3269657,0.3270,0.2326405,3.6128,1.0000000,473.5330,77
11.4744,27.1452,48.8800,0.6335435,CCc1ccc(-c2ccnc(C)n2)c(C(NC(C)=O)c2c(O)c3ccccc3oc2=O)c1,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*c1ccnc(C)n1|CC*,O=c1oc2ccccc2cc1Cc1ccccc1-c1ccncn1,0.4638124,0.4638,0.5482605,3.1911,1.0000000,429.4760,77
20.2219,32.8185,30.6692,0.5290643,CC(=O)NC(c1cc(Cc2ccc(F)cc2)ccc1-c1cn(C)cn1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,*c1cn(C)cn1|c1(C*)ccc(F)cc1,O=c1oc2ccccc2cc1Cc1cc(Cc2ccccc2)ccc1-c1c[nH]cn1,0.3269041,0.3269,0.4530071,3.3073,1.0000000,497.5260,77
18.1485,29.7422,30.2618,0.5000331,CC(=O)NC(c1cc(C2CC2)ccc1Cc1nnn[nH]1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,C(*)c1[nH]nnn1|C1(*)CC1,O=c1oc2ccccc2cc1Cc1cc(C2CC2)ccc1Cc1nnn[nH]1,0.3996526,0.3997,0.3128338,3.4892,1.0000000,431.4520,77
19.6697,35.1928,18.8546,0.4503955,CCc1occc1-c1ccc(-c2nnc(C)o2)cc1C(NC(C)=O)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,C(c1occc1*)C|n1c(*)oc(C)n1,O=c1oc2ccccc2cc1Cc1cc(-c2nnco2)ccc1-c1ccoc1,0.3245513,0.3246,0.2815133,3.5348,1.0000000,485.4960,77
13.3545,24.4295,52.0345,0.6372003,CC(=O)NC(c1cc(Cc2cnc(C)cn2)ccc1C)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,C*|*Cc1ncc(C)nc1,O=c1oc2ccccc2cc1Cc1cccc(Cc2cnccn2)c1,0.4685957,0.4686,0.5521152,3.1864,1.0000000,429.4760,77
10.2722,18.0060,65.5077,0.6959473,CC(=O)NC(c1cc(N(C)C)ccc1C1CCCC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,C1(*)CCCC1|CN(*)C,O=c1oc2ccccc2cc1Cc1ccccc1C1CCCC1,0.5961784,0.5962,0.5653962,3.1700,1.0000000,420.5090,77
12.8053,27.8048,49.1661,0.6414240,CC(=O)NC(c1cc(N2CCCCCC2)ccc1C1CCCC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,C1C(*)CCC1|N1(*)CCCCCC1,O=c1oc2ccccc2cc1Cc1cc(N2CCCCCC2)ccc1C1CCCC1,0.4593997,0.4594,0.5744404,3.1588,1.0000000,474.6010,77
12.3850,23.5114,42.5131,0.5502040,CC(=O)NC(c1cc(-c2cc(C)no2)ccc1C1CCCCC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,C1CC(*)CCC1|n1c(C)cc(*)o1,O=c1oc2ccccc2cc1Cc1cc(-c2ccno2)ccc1C1CCCCC1,0.3591693,0.3592,0.4637374,3.2942,1.0000000,472.5410,77
14.2018,18.1470,56.3673,0.6209524,CC(=O)NC(c1cc(C(C)(C)C)ccc1C1CCNCC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,C1CC(*)CCN1|C(C)(C)(*)C,O=c1oc2ccccc2cc1Cc1ccccc1C1CCNCC1,0.5117627,0.5118,0.4678497,3.2891,1.0000000,448.5630,77
9.6937,19.9676,-19.9676,0.0000000,CC(=O)NC(c1cc(N2CCCCC2)ccc1C1CCCCC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,C1CCCCC1*|*N1CCCCC1,O=c1oc2ccccc2cc1Cc1cc(N2CCCCC2)ccc1C1CCCCC1,0.4593997,0.4594,0.5744404,3.1588,1.0000000,474.6010,77
7.9541,8.7943,-8.7943,0.0000000,CC(=O)NC(c1cc(C)ccc1N1CCCCC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,C1CCCCN1*|*C,O=c1oc2ccccc2cc1Cc1ccccc1N1CCCCC1,0.6396184,0.6396,0.7180835,2.9658,1.0000000,406.4820,77
9.4209,19.3394,-19.3394,0.0000000,CC(=O)NC(c1cc(C2CCCCC2)ccc1N1CCCC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,C1N(*)CCC1|*C1CCCCC1,O=c1oc2ccccc2cc1Cc1cc(C2CCCCC2)ccc1N1CCCC1,0.5002159,0.5002,0.5920966,3.1367,1.0000000,460.5740,77
12.5995,28.2713,41.7863,0.5838134,CC(=O)NC(c1cc(Cc2ccnc(C)c2)ccc1N1CCCC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,C1N(*)CCC1|*Cc1cc(C)ncc1,O=c1oc2ccccc2cc1Cc1cc(Cc2ccncc2)ccc1N1CCCC1,0.3887751,0.3888,0.5118275,3.2356,1.0000000,483.5680,77
12.2428,19.1224,54.3367,0.6121589,CC(=O)NC(c1cc(-c2ccco2)ccc1N1CCN(C)CC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,C1N(*)CCN(C)C1|c1cc(*)oc1,O=c1oc2ccccc2cc1Cc1cc(-c2ccco2)ccc1N1CCNCC1,0.4262056,0.4262,0.5382367,3.2034,1.0000000,473.5290,77
10.7886,22.7377,53.8755,0.6384437,CC(=O)NC(c1cc(C2CCCCC2)ccc1C(C)(C)C)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,CC(*)(C)C|C1CC(*)CCC1,O=c1oc2ccccc2cc1Cc1cccc(C2CCCCC2)c1,0.4758769,0.4759,0.5468563,3.1929,1.0000000,447.5750,77
17.3711,27.0997,37.4013,0.5375083,CC(=O)NC(c1cc(NCc2ccn(C)n2)ccc1C(C)C)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,CC(C)*|*NCc1nn(C)cc1,O=c1oc2ccccc2cc1Cc1cccc(NCc2cc[nH]n2)c1,0.3568758,0.3569,0.4351494,3.3293,1.0000000,460.5340,77
14.4823,22.8318,-22.8318,0.0000000,CC(=O)NC(c1cc(-c2cncc(C)c2)ccc1N(C)C)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,CN(C)*|c1(*)cc(C)cnc1,O=c1oc2ccccc2cc1Cc1cccc(-c2cccnc2)c1,0.4498724,0.4499,0.5098484,3.2380,1.0000000,443.5030,77
9.6951,13.6918,-13.6918,0.0000000,CCc1ccc(NC)c(C(NC(C)=O)c2c(O)c3ccccc3oc2=O)c1,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,CN*|CC*,O=c1oc2ccccc2cc1Cc1ccccc1,0.6026193,0.6026,0.6764469,3.0258,1.0000000,366.4170,77
15.9490,23.8082,43.4785,0.5607229,CNc1ccc(-c2ncn(C)n2)cc1C(NC(C)=O)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,CN*|c1(*)nn(C)cn1,O=c1oc2ccccc2cc1Cc1cccc(-c2nc[nH]n2)c1,0.4250012,0.4250,0.4148152,3.3546,1.0000000,419.4410,77
13.4446,26.7066,-26.7066,0.0000000,CC(=O)NC(c1cc(C2CC2)ccc1-c1c(C)noc1C)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,Cc1onc(C)c1*|*C1CC1,O=c1oc2ccccc2cc1Cc1cc(C2CC2)ccc1-c1cnoc1,0.4254354,0.4254,0.4470084,3.3147,1.0000000,444.4870,77
13.8224,24.9250,45.4321,0.5863092,CC(=O)NC(c1cc(C2CC2)ccc1N1CCC(C)C1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,N1(*)CC(C)CC1|C1CC1*,O=c1oc2ccccc2cc1Cc1cc(C2CC2)ccc1N1CCCC1,0.5823605,0.5824,0.3460893,3.4434,1.0000000,432.5200,77
9.0118,10.8875,78.2038,0.7424274,CC(=O)NC(c1cc(C)ccc1N1CCC(C)CC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,N1(*)CCC(C)CC1|*C,O=c1oc2ccccc2cc1Cc1ccccc1N1CCCCC1,0.6161857,0.6162,0.6641258,3.0427,1.0000000,420.5090,77
10.7508,17.5561,-17.5561,0.0000000,CC(=O)NC(c1cc(-c2ccco2)ccc1N1CCCCC1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,N1(*)CCCCC1|c1c(*)occ1,O=c1oc2ccccc2cc1Cc1cc(-c2ccco2)ccc1N1CCCCC1,0.4099174,0.4099,0.5799260,3.1520,1.0000000,458.5140,77
15.0601,21.9598,53.7667,0.6310541,COc1ncc(-c2ccc(C)cc2C(NC(C)=O)c2c(O)c3ccccc3oc2=O)cn1,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,O(c1ncc(*)cn1)C|*C,O=c1oc2ccccc2cc1Cc1ccccc1-c1cncnc1,0.4648906,0.4649,0.5405663,3.2006,1.0000000,431.4480,77
14.8707,28.9222,26.2347,0.4596413,CC(=O)NC(c1cc(-c2ccco2)ccc1C1CCCCO1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,O1CCCCC1*|*c1occc1,O=c1oc2ccccc2cc1Cc1cc(-c2ccco2)ccc1C1CCCCO1,0.3966023,0.3966,0.2448510,3.5924,1.0000000,459.4980,77
14.6016,24.6233,43.0313,0.5637881,CC(=O)NC(c1cc(C(C)(C)C)ccc1-c1c(C)noc1C)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,c1(*)c(C)onc1C|CC(*)(C)C,O=c1oc2ccccc2cc1Cc1ccccc1-c1cnoc1,0.4008110,0.4008,0.4471036,3.3146,1.0000000,460.5300,77
12.0127,29.5640,41.3458,0.5909149,CC(=O)NC(c1cc(N2CCCCC2)ccc1-c1ccnc(C)c1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,c1(*)cc(C)ncc1|*N1CCCCC1,O=c1oc2ccccc2cc1Cc1cc(N2CCCCC2)ccc1-c1ccncc1,0.3842988,0.3843,0.5369153,3.2050,1.0000000,483.5680,77
24.6357,41.4794,19.6881,0.5097291,CC(=O)NC(c1cc(CCc2cccc(F)c2)ccc1-c1ccc(F)cn1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,c1(*)ccc(F)cn1|c1(CC*)cc(F)ccc1,O=c1oc2ccccc2cc1Cc1cc(CCc2ccccc2)ccc1-c1ccccn1,0.2597229,0.2597,0.5099374,3.2379,0.9999797,526.5390,77
11.3718,21.9671,59.7969,0.6813665,CCc1ccc(-c2cccnc2)c(C(NC(C)=O)c2c(O)c3ccccc3oc2=O)c1,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,c1(*)cccnc1|CC*,O=c1oc2ccccc2cc1Cc1ccccc1-c1cccnc1,0.4738501,0.4739,0.6675770,3.0380,1.0000000,414.4610,77
23.5635,40.4115,17.8196,0.4852585,CCc1nc(-c2ccc(-c3ccnc(C)c3)cc2C(NC(C)=O)c2c(O)c3ccccc3oc2=O)cs1,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,c1(*)nc(CC)sc1|c1cc(*)cc(C)n1,O=c1oc2ccccc2cc1Cc1cc(-c2ccncc2)ccc1-c1cscn1,0.2800584,0.2801,0.4080099,3.3632,1.0000000,511.6030,77
17.4714,36.8996,29.9971,0.5574725,CC(=O)NC(c1cc(CCc2cccnc2)ccc1-c1ccccn1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,c1(*)ncccc1|C(*)Cc1cccnc1,O=c1oc2ccccc2cc1Cc1cc(CCc2cccnc2)ccc1-c1ccccn1,0.3116884,0.3117,0.5558398,3.1818,1.0000000,491.5470,77
13.3278,27.2254,43.0084,0.5852814,CC(=O)NC(c1cc(N2CCC2)ccc1-c1ncco1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,c1(*)occn1|*N1CCC1,O=c1oc2ccccc2cc1Cc1cc(N2CCC2)ccc1-c1ncco1,0.4649258,0.4649,0.4312316,3.3342,1.0000000,431.4480,77
15.1677,21.4607,47.5574,0.5751507,CC(=O)NC(c1cc(C(F)(F)F)ccc1Cc1ccc(C)o1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,c1(C*)ccc(C)o1|FC(F)(F)*,O=c1oc2ccccc2cc1Cc1ccccc1Cc1ccco1,0.3888042,0.3888,0.4893436,3.2630,1.0000000,471.4310,77
18.6346,28.5433,32.6547,0.5099828,CC(=O)NC(c1cc(N2CCCC2)ccc1-c1ccc2c(c1)oc(=O)n2C)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,c1c(*)ccc2c1oc(=O)n2C|C1CCCN1*,O=c1[nH]c2ccc(-c3ccc(N4CCCC4)cc3Cc3cc4ccccc4oc3=O)cc2o1,0.3259227,0.3259,0.4069656,3.3645,0.9999871,525.5610,77
13.7325,26.9880,52.0582,0.6587188,CCc1ccc(Cc2cccnc2)c(C(NC(C)=O)c2c(O)c3ccccc3oc2=O)c1,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,c1c(C*)cncc1|CC*,O=c1oc2ccccc2cc1Cc1ccccc1Cc1cccnc1,0.4475390,0.4475,0.6386594,3.0769,1.0000000,428.4880,77
14.4239,21.4529,50.5146,0.5997292,CC(=O)NC(c1cc(C(F)(F)F)ccc1-c1ccnc(C)c1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,c1cc(*)cc(C)n1|FC(F)(F)*,O=c1oc2ccccc2cc1Cc1ccccc1-c1ccncc1,0.4061427,0.4061,0.5311130,3.2121,1.0000000,468.4310,77
11.1156,24.9403,43.7833,0.5726975,CC(=O)NC(c1cc(C2CCCCC2)ccc1-c1ccco1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,c1oc(*)cc1|C1C(*)CCCC1,O=c1oc2ccccc2cc1Cc1cc(C2CCCCC2)ccc1-c1ccco1,0.3569448,0.3569,0.5262289,3.2181,1.0000000,457.5260,77
21.5008,33.5749,15.1772,0.4062682,CC(=O)NC(c1cc(-c2c(C)n[nH]c2C)ccc1-c1cocn1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,c1ocnc1*|*c1c(C)n[nH]c1C,O=c1oc2ccccc2cc1Cc1cc(-c2cn[nH]c2)ccc1-c1cocn1,0.3244148,0.3244,0.2066987,3.6589,1.0000000,470.4850,77
13.7040,21.1648,-21.1648,0.0000000,CC(=O)NC(c1cc(C(C)C)ccc1-c1cccs1)c1c(O)c2ccccc2oc1=O,1,CC(=O)NC(c1c([*])ccc([*])c1)c1c(O)c2ccccc2oc1=O,c1sc(*)cc1|CC(C)*,O=c1oc2ccccc2cc1Cc1ccccc1-c1cccs1,0.4030132,0.4030,0.6047338,3.1207,1.0000000,433.5290,77
10.5051,18.0141,-18.0141,0.0000000,CC(=O)NC(c1cc(N2CCCCC2)ccc1C1CCCCC1)c1c(O)c2ccccc2oc1=O,1,c1cccc2oc(=O)c(C(c3c([*])ccc([*])c3)NC(C)=O)c(O)c12,*C1CCCCC1|C1CN(*)CCC1,O=c1oc2ccccc2cc1Cc1cc(N2CCCCC2)ccc1C1CCCCC1,0.4593997,0.4594,0.5744404,3.1588,1.0000000,474.6010,78
16.1135,31.8351,42.9562,0.6232613,CC(=O)NC(c1cc(CC(=O)N2CCCC2)ccc1CC1CCCC1)c1c(O)c2ccccc2oc1=O,1,c1cccc2oc(=O)c(C(c3c([*])ccc([*])c3)NC(C)=O)c(O)c12,*CC1CCCC1|*CC(=O)N1CCCC1,O=C(Cc1ccc(CC2CCCC2)c(Cc2cc3ccccc3oc2=O)c1)N1CCCC1,0.4593964,0.4594,0.5270150,3.2171,1.0000000,502.6110,78
11.2698,24.8688,44.5249,0.5782807,CC(=O)NC(c1cc(C2CCN(C)CC2)ccc1CC1CCCCC1)c1c(O)c2ccccc2oc1=O,1,c1cccc2oc(=O)c(C(c3c([*])ccc([*])c3)NC(C)=O)c(O)c12,*CC1CCCCC1|C1(*)CCN(C)CC1,O=c1oc2ccccc2cc1Cc1cc(C2CCNCC2)ccc1CC1CCCCC1,0.4254124,0.4254,0.4545754,3.3054,1.0000000,502.6550,78
24.8337,49.2574,-5.7420,0.3626282,CC(=O)NC(c1cc(C2CCOCC2)ccc1CC1CCCCN1C1CCC1)c1c(O)c2ccccc2oc1=O,1,c1cccc2oc(=O)c(C(c3c([*])ccc([*])c3)NC(C)=O)c(O)c12,*CC1CCCCN1C1CCC1|O1CCC(*)CC1,O=c1oc2ccccc2cc1Cc1cc(C2CCOCC2)ccc1CC1CCCCN1C1CCC1,0.3781813,0.3782,0.1370329,3.8094,0.9201522,544.6920,78
17.9596,34.7550,28.7073,0.5288526,CC(=O)NC(c1cc(CCN2CCN(C)CC2)ccc1CCc1ccncc1)c1c(O)c2ccccc2oc1=O,1,c1cccc2oc(=O)c(C(c3c([*])ccc([*])c3)NC(C)=O)c(O)c12,*CCc1ccncc1|C(*)CN1CCN(C)CC1,O=c1oc2ccccc2cc1Cc1cc(CCN2CCNCC2)ccc1CCc1ccncc1,0.3125458,0.3125,0.4796749,3.2747,0.9866050,540.6640,78
21.7501,37.2423,17.0832,0.4527131,CC(=O)NC(c1cc(C2CCCC2)ccc1Cc1c[nH]c2cc(C)ccc12)c1c(O)c2ccccc2oc1=O,1,c1cccc2oc(=O)c(C(c3c([*])ccc([*])c3)NC(C)=O)c(O)c12,*Cc1c2c(cc(C)cc2)[nH]c1|*C1CCCC1,O=c1oc2ccccc2cc1Cc1cc(C2CCCC2)ccc1Cc1c[nH]c2ccccc12,0.2155668,0.2156,0.4304154,3.3352,0.9999987,520.6290,78
13.9411,30.6424,34.6090,0.5437614,CC(=O)NC(c1cc(Cn2ccnc2)ccc1Cc1ccncc1)c1c(O)c2ccccc2oc1=O,1,c1cccc2oc(=O)c(C(c3c([*])ccc([*])c3)NC(C)=O)c(O)c12,*Cc1ccncc1|*Cn1cncc1,O=c1oc2ccccc2cc1Cc1cc(Cn2ccnc2)ccc1Cc1ccncc1,0.3414131,0.3414,0.4709176,3.2854,1.0000000,480.5240,78
9.6170,29.3692,-29.3692,0.0000000,CCc1ccc(Cn2cnc(C)n2)c(C(NC(C)=O)c2c(O)c3ccccc3oc2=O)c1,1,c1cccc2oc(=O)c(C(c3c([*])ccc([*])c3)NC(C)=O)c(O)c12,*Cn1cnc(C)n1|*CC,O=c1oc2ccccc2cc1Cc1ccccc1Cn1cncn1,0.4527810,0.4528,0.4447355,3.3175,1.0000000,432.4800,78
14.4287,40.6776,12.7666,0.4453687,CC(=O)NC(c1cc(C2CCCCN2C)ccc1Cn1cccn1)c1c(O)c2ccccc2oc1=O,1,c1cccc2oc(=O)c(C(c3c([*])ccc([*])c3)NC(C)=O)c(O)c12,*Cn1nccc1|CN1CCCCC1*,O=c1oc2ccccc2cc1Cc1cc(C2CCCCN2)ccc1Cn1cccn1,0.3977392,0.3977,0.2221063,3.6311,1.0000000,486.5720,78
10.6854,8.0012,-8.0012,0.0000000,CC(=O)NC(c1cc(C(C)C)ccc1C)c1c(O)c2ccccc2oc1=O,1,c1cccc2oc(=O)c(C(c3c([*])ccc([*])c3)NC(C)=O)c(O)c12,*C|CC(*)C,O=c1oc2ccccc2cc1Cc1ccccc1,0.6806728,0.6807,0.7572223,2.9042,1.0000000,365.4290,78
